temperature,rainfall,humidity,label
20.11,151.59,68.3,winter raspberry
18.86,173.5,65.25,winter raspberry
21.89,160.79,69.03,winter raspberry
24.3,174.46,70.32,winter raspberry
19.03,88.62,76.28,winter raspberry
21.47,169.78,74.84,winter raspberry
17.49,91.48,68.24,winter raspberry
19.1,179.41,72.02,winter raspberry
8.18,60.11,63.69,white banana
12.13,58.31,55.37,white banana
8.15,57.26,54.7,white banana
15.37,72.12,62.09,white banana
15.26,29.44,57.68,white banana
14.13,67.58,60.9,white banana
10.62,44.5,45.24,white banana
9.27,48.0,50.59,white banana
14.77,28.09,68.07,white banana
12.99,66.54,60.66,white banana
14.87,49.46,68.64,white banana
7.3,60.13,47.78,white banana
17.74,34.42,67.34,white banana
16.67,55.23,69.7,white banana
12.39,32.79,49.95,white banana
11.27,213.37,76.55,sweet jute
18.0,191.35,83.37,sweet jute
15.74,226.82,75.59,sweet jute
17.67,216.03,69.27,sweet jute
15.69,205.66,83.37,sweet jute
17.76,239.2,71.92,sweet jute
12.91,192.9,86.88,sweet jute
16.63,218.57,84.24,sweet jute
15.66,192.0,83.42,sweet jute
12.57,212.85,81.42,sweet jute
17.5,236.72,75.56,sweet jute
17.77,198.1,74.79,sweet jute
17.39,235.73,83.82,sweet jute
9.04,237.39,72.92,sweet jute
18.79,238.75,80.68,sweet jute
16.46,186.4,74.67,summer olive
15.47,229.04,75.05,summer olive
13.44,250.69,67.07,summer olive
12.05,255.98,72.25,summer olive
16.05,246.89,62.96,summer olive
12.74,205.88,57.57,summer olive
13.82,246.29,68.1,summer olive
13.45,237.59,61.39,summer olive
16.68,251.35,61.12,summer olive
12.47,201.98,74.04,summer olive
13.38,217.88,61.71,summer olive
14.45,247.46,68.87,summer olive
16.8,201.45,61.43,summer olive
15.72,256.12,58.45,summer olive
12.38,213.31,66.84,summer olive
13.8,101.51,65.77,winter fig
13.59,92.77,54.79,winter fig
16.84,107.97,66.62,winter fig
14.36,93.57,54.76,winter fig
15.61,107.05,69.83,winter fig
15.54,96.58,54.54,winter fig
15.65,80.04,55.66,winter fig
15.78,92.74,66.5,winter fig
15.88,116.81,65.55,winter fig
17.34,87.23,60.76,winter fig
14.37,79.61,55.34,winter fig
17.93,110.94,61.06,winter fig
15.75,85.88,52.9,winter fig
14.99,108.28,59.1,winter fig
18.89,112.95,55.35,winter fig
10.9,53.79,59.42,southern strawberry
7.13,90.81,58.43,southern strawberry
13.22,55.12,69.87,southern strawberry
11.4,95.32,73.17,southern strawberry
12.43,59.44,64.09,southern strawberry
13.88,95.04,69.9,southern strawberry
12.28,91.98,49.76,southern strawberry
18.94,82.92,58.83,southern strawberry
9.29,93.33,68.5,southern strawberry
10.38,72.16,49.63,southern strawberry
17.85,98.09,60.86,southern strawberry
16.65,109.38,57.18,southern strawberry
12.58,66.7,49.22,southern strawberry
15.53,70.62,60.26,southern strawberry
13.5,104.79,61.5,southern strawberry
10.8,197.72,30.85,hybrid papaya
8.3,249.05,35.8,hybrid papaya
9.99,168.31,34.43,hybrid papaya
13.01,167.81,30.66,hybrid papaya
18.38,160.14,31.14,hybrid papaya
17.2,248.92,37.16,hybrid papaya
14.67,266.93,31.17,hybrid papaya
16.57,161.49,39.71,hybrid papaya
11.18,249.83,34.45,hybrid papaya
8.36,163.84,31.14,hybrid papaya
14.36,167.95,39.42,hybrid papaya
8.33,164.42,34.55,hybrid papaya
14.26,212.45,31.05,hybrid papaya
10.93,229.22,32.96,hybrid papaya
8.67,212.03,39.55,hybrid papaya
33.72,221.1,57.06,black blueberry
24.88,227.18,51.35,black blueberry
33.77,218.35,57.3,black blueberry
26.18,199.84,56.02,black blueberry
34.09,206.94,48.69,black blueberry
32.89,198.92,49.34,black blueberry
34.77,226.89,46.06,black blueberry
30.19,220.43,55.07,black blueberry
24.67,225.6,53.39,black blueberry
34.85,205.03,54.39,black blueberry
30.65,197.71,54.41,black blueberry
29.43,213.01,47.04,black blueberry
27.2,208.6,49.47,black blueberry
25.38,208.93,51.04,black blueberry
27.64,199.35,56.36,black blueberry
16.56,102.25,81.76,valley tobacco
23.23,89.35,70.47,valley tobacco
20.57,97.89,78.57,valley tobacco
25.56,62.79,75.49,valley tobacco
24.67,89.64,73.32,valley tobacco
25.56,95.63,88.89,valley tobacco
15.57,71.07,75.18,valley tobacco
12.52,77.43,87.98,valley tobacco
14.89,76.81,70.13,valley tobacco
17.36,71.34,86.19,valley tobacco
24.08,81.35,89.47,valley tobacco
25.27,77.47,76.75,valley tobacco
22.77,99.62,74.52,valley tobacco
19.56,88.29,81.21,valley tobacco
15.12,76.39,85.52,valley tobacco
24.46,222.47,45.94,wild kiwi
26.84,96.09,47.37,wild kiwi
29.72,175.75,48.45,wild kiwi
30.48,213.3,49.53,wild kiwi
30.92,103.63,49.8,wild kiwi
26.54,231.15,48.12,wild kiwi
31.56,112.69,44.43,wild kiwi
24.78,167.17,45.09,wild kiwi
24.44,230.96,45.84,wild kiwi
30.8,191.14,47.66,wild kiwi
26.08,242.9,42.98,wild kiwi
26.56,106.4,44.29,wild kiwi
25.09,155.12,51.44,wild kiwi
25.47,142.78,48.68,wild kiwi
31.26,132.78,43.03,wild kiwi
26.52,214.51,49.53,hemp
27.5,108.25,51.42,hemp
27.13,170.56,47.49,hemp
20.06,128.5,53.17,hemp
26.37,210.79,48.61,hemp
20.06,193.53,45.81,hemp
17.58,134.24,54.94,hemp
22.62,217.83,49.99,hemp
22.99,224.78,48.87,hemp
28.9,123.86,45.21,hemp
26.62,136.29,54.37,hemp
29.98,202.32,51.68,hemp
30.54,142.21,51.06,hemp
22.47,182.99,54.78,hemp
19.13,133.84,46.21,hemp
16.47,68.11,65.52,northern tomato
12.46,66.92,73.04,northern tomato
19.68,61.37,76.55,northern tomato
16.03,104.67,73.44,northern tomato
18.64,84.03,78.43,northern tomato
15.5,105.47,60.83,northern tomato
12.14,81.17,66.36,northern tomato
16.68,52.3,64.41,northern tomato
18.24,112.37,73.48,northern tomato
16.68,52.35,61.34,northern tomato
14.8,102.17,69.2,northern tomato
18.37,117.38,66.52,northern tomato
19.91,76.01,69.6,northern tomato
18.08,112.87,71.57,northern tomato
19.57,105.4,63.16,northern tomato
23.02,223.67,69.5,mountain mango
27.48,227.76,66.31,mountain mango
25.21,201.72,66.38,mountain mango
30.63,212.13,73.43,mountain mango
24.06,204.71,61.07,mountain mango
28.06,195.94,63.71,mountain mango
29.32,199.22,63.51,mountain mango
21.81,225.96,62.15,mountain mango
25.49,199.34,69.47,mountain mango
19.08,197.34,75.44,mountain mango
21.01,219.29,60.6,mountain mango
24.6,241.17,71.97,mountain mango
19.77,243.78,73.92,mountain mango
22.35,215.86,71.76,mountain mango
22.8,199.51,73.22,mountain mango
21.43,174.7,50.49,red lime
14.18,147.09,47.21,red lime
18.79,133.73,48.58,red lime
13.51,125.01,48.69,red lime
21.9,134.21,62.56,red lime
13.97,153.34,62.21,red lime
18.67,142.29,60.13,red lime
15.22,169.49,47.77,red lime
16.71,111.29,52.57,red lime
17.63,150.34,63.97,red lime
17.44,168.63,50.21,red lime
14.01,196.63,51.88,red lime
15.38,185.01,48.32,red lime
14.41,140.26,60.28,red lime
17.51,144.82,51.34,red lime
26.98,86.75,53.74,wild hops
23.22,91.0,53.42,wild hops
24.36,77.94,51.88,wild hops
24.09,127.11,47.66,wild hops
26.88,75.23,48.39,wild hops
23.02,137.88,49.82,wild hops
22.05,102.75,47.79,wild hops
24.54,76.14,52.98,wild hops
22.32,112.89,47.62,wild hops
22.83,135.1,51.35,wild hops
22.76,107.35,54.56,wild hops
22.65,107.45,48.96,wild hops
24.25,107.05,51.52,wild hops
26.27,93.2,49.14,wild hops
25.08,102.53,47.34,wild hops
15.85,253.97,69.21,mountain alfalfa
16.29,153.93,74.71,mountain alfalfa
14.65,147.83,69.08,mountain alfalfa
16.62,159.72,85.16,mountain alfalfa
14.9,239.49,74.93,mountain alfalfa
14.02,185.52,81.36,mountain alfalfa
12.6,192.43,77.17,mountain alfalfa
13.0,221.51,83.87,mountain alfalfa
11.72,250.36,71.29,mountain alfalfa
13.46,241.77,84.4,mountain alfalfa
15.66,214.03,81.88,mountain alfalfa
14.88,193.12,71.92,mountain alfalfa
15.06,236.15,68.84,mountain alfalfa
12.23,191.28,73.48,mountain alfalfa
15.18,223.07,83.63,mountain alfalfa
21.82,189.77,58.84,asparagus
26.94,178.43,44.44,asparagus
20.03,151.29,60.57,asparagus
17.59,226.24,55.22,asparagus
24.65,211.12,52.03,asparagus
17.3,188.44,47.74,asparagus
17.7,243.16,55.56,asparagus
25.96,133.18,47.83,asparagus
22.81,243.71,54.18,asparagus
23.73,214.3,54.73,asparagus
18.2,153.63,58.05,asparagus
24.69,244.57,48.67,asparagus
24.38,266.54,54.68,asparagus
20.08,169.57,52.1,asparagus
17.3,236.54,55.83,asparagus
20.98,224.09,46.48,northern sorghum
23.62,201.98,61.82,northern sorghum
15.17,201.32,58.18,northern sorghum
18.77,192.88,51.47,northern sorghum
19.58,221.19,49.09,northern sorghum
23.99,199.66,60.51,northern sorghum
17.5,217.95,58.8,northern sorghum
22.05,214.89,58.97,northern sorghum
21.52,195.68,53.02,northern sorghum
15.05,212.92,61.22,northern sorghum
17.0,195.76,60.01,northern sorghum
22.77,217.03,60.66,northern sorghum
20.85,200.34,58.13,northern sorghum
20.92,221.74,56.12,northern sorghum
15.01,223.0,58.17,northern sorghum
8.44,114.07,58.12,organic pepper
8.34,153.94,59.07,organic pepper
12.32,102.5,72.97,organic pepper
8.52,51.63,58.0,organic pepper
15.57,107.14,68.03,organic pepper
14.66,148.63,61.52,organic pepper
13.28,31.73,57.95,organic pepper
12.64,77.12,66.3,organic pepper
11.74,68.14,56.51,organic pepper
11.38,113.11,57.25,organic pepper
15.15,150.92,58.43,organic pepper
11.14,31.21,55.66,organic pepper
8.13,117.74,64.13,organic pepper
14.44,170.19,63.43,organic pepper
15.06,68.85,59.37,organic pepper
28.05,158.91,73.55,black thyme
27.89,182.71,68.67,black thyme
30.3,159.67,67.37,black thyme
27.99,131.68,62.33,black thyme
32.41,193.16,70.25,black thyme
26.46,187.86,72.26,black thyme
31.53,164.87,66.5,black thyme
31.09,86.09,78.53,black thyme
28.0,100.89,75.77,black thyme
25.34,125.74,74.57,black thyme
29.01,94.87,71.59,black thyme
27.94,191.46,74.23,black thyme
31.99,178.63,66.9,black thyme
29.08,102.45,68.34,black thyme
28.61,141.82,71.32,black thyme
10.7,112.19,73.98,mountain oregano
6.85,85.73,61.47,mountain oregano
11.2,151.88,61.56,mountain oregano
6.03,124.28,64.91,mountain oregano
12.29,146.01,72.01,mountain oregano
5.4,101.22,65.7,mountain oregano
6.0,103.61,65.56,mountain oregano
12.45,124.42,56.72,mountain oregano
8.02,152.95,72.08,mountain oregano
10.26,93.96,72.21,mountain oregano
12.61,121.92,57.52,mountain oregano
10.88,144.43,61.4,mountain oregano
10.68,115.02,56.93,mountain oregano
8.47,104.38,58.19,mountain oregano
5.39,150.27,69.96,mountain oregano
17.69,81.68,59.8,blue peach
13.33,177.31,57.61,blue peach
14.82,72.19,73.04,blue peach
12.35,207.98,69.27,blue peach
13.03,156.22,70.19,blue peach
17.55,173.99,68.57,blue peach
18.1,172.55,66.72,blue peach
12.83,97.19,71.42,blue peach
13.07,158.89,66.33,blue peach
16.14,145.24,68.24,blue peach
14.69,90.85,70.93,blue peach
12.95,197.93,62.26,blue peach
16.54,75.95,59.47,blue peach
13.62,149.54,65.21,blue peach
16.26,182.46,67.83,blue peach
24.53,209.45,46.73,valley apple
24.88,236.15,46.82,valley apple
20.17,251.13,38.55,valley apple
24.4,187.05,42.88,valley apple
24.68,212.85,39.13,valley apple
22.63,221.6,47.67,valley apple
23.82,245.99,42.63,valley apple
24.25,181.48,36.72,valley apple
22.45,189.56,35.45,valley apple
20.36,194.79,42.91,valley apple
22.02,181.9,40.44,valley apple
23.21,186.2,47.86,valley apple
21.13,187.12,41.63,valley apple
24.83,191.41,38.0,valley apple
24.18,223.43,34.06,valley apple
14.84,73.02,32.89,northern lime
11.84,78.22,53.92,northern lime
14.49,94.1,32.0,northern lime
14.31,87.52,53.09,northern lime
11.29,73.98,53.7,northern lime
18.85,102.89,42.35,northern lime
17.77,97.71,49.3,northern lime
19.77,102.66,50.77,northern lime
10.9,103.09,53.14,northern lime
15.38,81.52,37.9,northern lime
19.72,62.3,49.91,northern lime
13.54,60.09,39.62,northern lime
17.29,110.08,39.06,northern lime
12.61,104.54,45.62,northern lime
12.46,100.78,47.79,northern lime
4.42,228.49,66.09,black chickpea
9.14,200.62,68.7,black chickpea
